THUMB,INDEX,MIDDLE,RING,LITTLE,G1,G2,G3,LABEL
640,804,756,975,977,16304,3324,2148,9
640,804,755,974,977,16496,2940,2044,9
640,798,756,970,975,16124,2708,2428,9
640,791,751,967,973,16948,3004,3492,9
640,784,740,964,972,16512,2792,2400,9
640,784,738,965,972,16632,2400,2052,9
641,785,740,965,971,16652,276,2528,9
640,785,740,965,971,16724,-1180,3132,9
641,785,741,965,972,15964,-3044,3544,9
640,785,740,965,971,16172,-3772,3624,9
641,785,741,965,972,16084,-4092,3980,9
641,785,740,964,972,15092,-5148,4388,9
641,785,740,965,971,15520,-5264,4152,9
641,785,741,965,971,15116,-5172,3812,9
641,784,740,965,971,15180,-5336,4120,9
641,784,741,964,971,15136,-5008,4084,9
641,785,741,965,971,15568,-4984,4036,9
641,785,742,965,971,15552,-4696,3548,9
641,785,742,965,971,15440,-3592,4416,9
641,785,741,965,971,15336,-3760,5772,9
641,785,740,964,971,15016,-4188,6120,9
641,785,742,965,971,15096,-4564,5824,9
641,785,739,965,971,15672,-2660,4804,9
641,785,742,965,971,16092,-2872,4096,9
640,785,742,964,971,16340,-2200,4408,9
640,785,742,965,971,16188,-1748,3996,9
640,784,741,965,971,15608,-1896,4000,9
640,785,741,964,971,15876,-1696,4676,9
640,784,741,965,971,16192,-2116,4604,9
640,785,741,964,971,16020,-1816,4644,9
640,784,741,965,971,15868,-1840,4576,9
640,785,741,964,971,15792,-1344,4504,9
640,785,741,965,971,15720,-56,5148,9
640,785,741,964,971,15848,-376,5880,9
640,784,741,965,971,15512,-136,5912,9
640,785,741,965,971,15300,-412,6240,9
641,785,741,965,971,15520,-340,5836,9
641,785,742,964,971,15284,-304,5924,9
641,784,742,964,971,15380,-36,7084,9
641,784,742,965,971,15452,36,7008,9
641,784,742,964,971,15200,-560,7368,9
640,784,741,964,971,14304,-228,7024,9
640,784,741,964,971,14616,-656,7264,9
640,785,741,964,971,14632,-1760,7724,9
640,784,741,964,971,15016,-2760,6956,9
640,784,741,964,971,14556,-3980,6276,9
640,784,742,964,971,13800,-5216,5320,9
640,784,741,964,971,14556,-5884,5132,9
640,784,741,964,971,14844,-6332,5528,9
640,784,741,964,971,14780,-6104,5192,9
640,784,741,964,971,14960,-5672,4612,9
640,784,741,965,971,15460,-5060,4420,9
640,784,741,964,971,15272,-5096,3848,9
640,784,741,964,971,15420,-5076,5072,9
640,784,741,964,971,15272,-4884,4472,9
640,784,741,964,971,15320,-6204,4340,9
640,784,741,965,971,15068,-3744,5112,9
640,785,741,964,971,15640,-4176,5688,9
640,784,741,964,971,16324,-4116,3616,9
641,784,742,964,971,16232,-2628,3548,9
641,784,740,964,971,17500,-1776,2416,9
641,784,740,965,971,16536,-1620,2200,9
640,784,740,964,971,16508,-1700,2608,9
640,784,740,964,971,16604,-1384,2652,9
641,785,741,964,971,16440,-1776,4844,9
640,784,741,965,971,16392,-1700,3028,9
641,784,741,964,971,16960,-388,2376,9
641,784,740,964,971,17412,-2204,2292,9
640,784,740,964,971,16688,-768,1420,9
640,784,740,964,971,15064,-400,3128,9
640,784,739,965,971,15300,-392,5504,9
640,784,739,965,971,14640,48,8876,9
640,784,739,964,971,12572,-1140,9904,9
640,783,738,964,971,9848,-1248,12728,9
640,783,738,964,971,8740,-1308,13408,9
640,783,738,964,971,7212,-1700,14500,9
640,783,738,964,971,6128,-1524,15012,9
640,783,738,964,971,5968,-840,14956,9
640,783,738,964,971,6060,-1044,14968,9
640,783,739,964,971,8276,4836,12696,9
640,783,739,964,971,10532,5096,10460,9
640,783,740,964,971,11692,5392,10212,9
640,783,739,964,971,12196,4640,9948,9
640,783,739,964,971,12892,4096,9576,9
640,783,739,964,971,13604,3296,8872,9
640,783,739,964,971,14400,3412,6188,9
640,783,739,964,971,14816,2384,6948,9
640,783,739,964,971,15540,2824,4932,9
640,783,739,964,971,16096,2016,3448,9
640,784,739,964,971,16368,84,3176,9
640,784,739,964,971,16404,1520,1252,9
640,783,739,964,971,16532,2332,-472,9
640,783,739,964,971,16844,1412,1684,9
640,784,739,964,971,16408,796,1828,9
640,783,739,964,971,16428,828,2352,9
640,783,739,964,971,16284,692,3152,9
640,783,739,964,971,16744,612,2316,9
640,783,739,964,971,16160,360,2532,9
640,783,739,964,970,16716,1768,2168,9
640,783,739,964,971,16240,2372,2892,9
640,784,739,964,971,16748,-16,904,9
641,783,739,964,970,16564,-32,212,9
640,784,739,964,971,17280,-664,1672,9
640,783,739,964,971,16664,-1392,2268,9
640,783,739,964,971,16744,-348,1768,9
640,783,739,964,970,16692,-4992,3732,9
640,783,740,964,971,17484,-5036,-568,9
640,784,740,964,970,16836,1804,1800,9
640,784,740,964,971,16788,-956,1252,9
640,783,740,964,971,16532,-4420,912,9
640,783,740,964,970,15784,-6632,-508,9
640,784,740,964,970,15268,-7016,-428,9
640,783,740,964,971,15224,-7912,536,9
640,783,740,964,970,14668,-5756,2712,9
640,783,739,964,970,14736,-5100,7276,9
640,783,740,964,970,14480,-5244,6392,9
640,783,740,964,971,15504,-3388,5516,9
640,783,739,964,970,15288,-3340,4680,9
640,783,740,964,970,14436,-3736,5320,9
640,783,739,964,970,14660,-3012,5764,9
640,783,739,964,970,14224,-3104,8452,9
640,783,738,964,970,13444,-3036,7676,9
640,783,739,964,970,13572,-3560,8872,9
640,783,739,964,970,12064,-2820,10596,9
640,783,739,964,970,11056,-3052,11664,9
640,783,739,964,970,10004,-1400,12560,9
640,783,739,964,970,9408,-1880,12896,9
640,783,739,964,970,9364,-2848,13092,9
640,783,739,964,970,9408,-2428,13152,9
640,783,739,964,970,8616,-2640,12544,9
640,783,739,964,970,9260,-4680,12280,9
640,783,739,964,970,9092,-6608,11836,9
640,784,739,964,970,9488,-7176,11320,9
640,783,738,964,970,10780,-7220,10940,9
640,783,740,964,970,11308,-5952,10404,9
640,783,740,964,970,10952,-6276,10168,9
640,784,740,964,970,10832,-6424,10032,9
640,783,740,964,970,11004,-6168,11256,9
640,783,740,964,970,10688,-5560,11072,9
640,783,739,964,970,10140,-5492,10876,9
640,783,739,964,970,10008,-6380,11412,9
640,783,739,964,970,10004,-7008,12072,9
640,783,739,964,970,11072,-6564,10840,9
640,783,739,964,970,12568,-5208,8884,9
640,783,739,964,970,13876,-5284,6560,9
640,783,739,964,970,14808,-3896,5116,9
640,783,739,964,970,15948,-2616,4460,9
640,783,739,964,970,16364,-556,3268,9
640,783,739,964,970,16868,120,2276,9
640,783,739,964,970,16712,1144,1480,9
640,783,739,964,970,16620,-2804,560,9
640,783,738,964,970,16552,-4452,-484,9
640,783,739,964,970,16588,-6384,896,9
640,783,739,964,970,15488,-6196,432,9
640,784,739,964,970,15552,-6496,1092,9
640,783,739,964,970,15476,-6508,1604,9
640,784,739,964,970,15428,-6096,3168,9
640,784,739,964,970,15156,-5732,2496,9
640,783,739,964,970,16096,-4268,2956,9
640,783,740,964,970,15596,-6332,2952,9
640,783,740,964,970,15072,-6868,1964,9
640,783,740,964,970,14672,-8000,2604,9
640,783,740,964,970,14700,-8580,2116,9
640,783,740,964,970,13956,-8680,1396,9
640,784,739,964,970,13320,-10188,1652,9
640,783,739,964,970,13060,-10276,2220,9
640,783,740,964,970,13244,-9564,2660,9
640,783,740,964,970,13944,-8740,1792,9
640,783,740,964,970,14040,-7912,2748,9
640,783,740,964,970,14960,-6940,2884,9
640,783,740,964,970,15200,-6712,3376,9
640,783,740,964,970,15048,-6496,2624,9
640,783,740,964,970,15576,-7168,2956,9
640,783,740,964,970,14940,-7020,2376,9
640,783,741,964,970,14924,-7648,1900,9
640,783,740,964,970,15128,-7168,2704,9
640,783,740,964,970,14932,-6804,2784,9
640,783,739,964,970,15368,-7552,1296,9
640,783,739,964,970,15560,-5512,16,9
640,783,739,964,970,15904,-4876,-816,9
640,783,739,964,970,16584,-3512,-1568,9
640,783,740,964,970,16540,-3252,-1308,9
641,783,740,964,970,16472,-2192,-2172,9
641,783,740,964,970,17120,-448,-1972,9
640,782,739,964,970,16844,1284,-2572,9
640,783,739,964,970,21156,260,-7268,9
640,783,739,964,970,16960,304,-1860,9
640,782,739,964,970,16560,3132,-4588,9
640,782,738,964,970,16236,2692,-820,9
640,782,738,964,970,17092,1428,-832,9
640,782,738,964,970,16740,704,-1176,9
640,782,737,964,970,16812,260,1112,9
640,782,737,964,970,16720,1496,888,9
640,782,737,964,970,16688,-36,2608,9
640,782,737,964,970,15792,-1188,4400,9
640,782,737,964,970,15268,-3940,6940,9
640,783,737,964,970,14228,-4104,4648,9
640,782,738,964,970,15428,-3052,5692,9
640,782,737,964,970,15332,-3056,5384,9
640,783,738,964,970,15636,-3504,5964,9
639,782,740,964,970,14592,-3196,7412,9
640,782,739,964,970,13876,-3308,7344,9
640,782,738,964,970,16456,-476,3896,9
640,783,738,964,970,17404,-1080,3188,9
640,783,738,964,969,16240,-1536,4604,9
640,783,739,964,970,15736,-3672,5308,9
640,783,739,963,969,15460,-4208,5088,9
640,783,738,964,969,15496,-2788,5220,9
640,782,738,963,969,15168,-2024,6024,9
640,782,739,963,969,15568,-2116,5720,9
640,782,738,963,969,15184,-2552,5852,9
640,782,738,963,969,15428,-2300,5552,9
640,782,738,963,969,15820,-1620,5928,9
640,782,739,963,969,15236,-968,6060,9
640,782,742,963,969,15516,-480,6348,9
640,782,739,963,969,15192,-1384,6056,9
640,782,738,963,969,15456,-720,6664,9
640,782,737,963,969,15232,-1008,6708,9
640,782,738,963,969,15224,-856,6392,9
640,782,739,963,969,15040,-1428,7160,9
640,782,739,963,969,14796,-2144,8044,9
640,782,738,963,969,13296,2492,6308,9
640,782,738,963,969,13616,3864,8236,9
640,782,738,963,969,13700,3420,8868,9
640,782,739,963,969,12928,5232,8544,9
640,783,738,963,969,11516,7636,8904,9
640,783,737,963,969,10704,8108,8980,9
640,783,737,963,969,10344,8136,9032,9
640,782,737,963,969,10332,8492,9408,9
640,783,737,963,969,9640,9848,8240,9
640,782,738,963,969,9920,10088,8460,9
640,782,739,963,969,9668,9852,8608,9
640,782,739,963,969,8960,8908,9796,9
640,782,739,963,969,9496,9184,10668,9
640,782,738,963,969,9020,5328,14484,9
640,782,738,963,969,8688,5600,12576,9
640,782,738,963,969,9180,4960,12252,9
640,782,738,963,969,10244,5000,11896,9
640,782,738,963,969,11448,5020,10204,9
640,782,738,963,969,12256,4660,9424,9
640,782,738,963,969,12768,4252,9052,9
640,782,738,963,969,13296,3376,8092,9
640,782,738,963,969,13876,4060,7760,9
640,782,737,963,969,13656,2808,7700,9
640,782,738,963,969,14616,2480,8296,9
640,782,738,963,969,14944,-8,6748,9
640,782,737,963,969,15444,16,6036,9
640,782,738,963,969,15760,20,5248,9
640,781,738,963,969,15604,-136,5380,9
640,782,738,963,969,15300,568,6304,9
640,782,738,963,969,15484,748,5988,9
640,781,738,963,969,15608,900,5952,9
640,782,738,963,969,15320,460,5484,9
640,782,738,963,969,15688,-428,5812,9
640,782,739,963,969,16268,-432,6056,9
640,782,738,963,969,15528,-84,4752,9
640,782,738,963,969,15636,244,5300,9
640,781,738,963,969,15188,700,5792,9
640,781,738,963,969,14784,-604,7148,9
640,781,737,963,969,14976,856,7276,9
640,781,737,963,969,14828,1584,8184,9
640,782,737,963,969,14352,888,8316,9
640,781,738,963,969,14144,1972,8740,9
640,782,738,963,969,15744,436,7204,9
640,782,738,963,969,15284,2080,6180,9
640,782,738,963,969,15480,572,7172,9
640,782,738,963,969,15516,-908,6996,9
640,782,738,963,969,15116,144,6540,9
640,782,736,963,968,14588,884,8252,9
640,782,740,963,969,14284,784,7544,9
640,782,740,963,969,13524,-332,9092,9
640,782,737,963,969,14544,-2424,8280,9
640,782,737,963,969,15152,-1244,6864,9
640,782,740,962,968,15304,-2028,5964,9
640,782,740,963,968,15692,-1740,5828,9
640,782,737,962,968,16036,-2088,4552,9
640,782,737,962,968,15908,-2228,4956,9
640,782,738,963,969,16208,-2588,4532,9
640,782,738,963,969,15956,-3528,3756,9
640,782,738,963,968,15828,-3408,3300,9
640,782,737,962,968,16488,-3784,2768,9
640,782,738,963,968,15608,-4884,1884,9
640,781,738,963,968,16044,-4960,1820,9
640,782,738,963,968,15760,-4340,2284,9
641,782,735,963,968,16652,-3876,2836,9
640,782,739,963,968,15848,-4984,2164,9
640,782,740,963,968,16280,-2840,2988,9
640,782,729,962,968,16780,-2908,2504,9
640,782,732,963,968,15704,-2952,2456,9
640,782,737,963,969,15880,-3040,3224,9
640,782,742,962,968,16908,-3088,2836,9
640,781,741,963,968,15948,-2116,5252,9
640,782,740,963,968,16164,-1872,4200,9
640,782,740,962,968,16124,-1864,4676,9
640,782,738,963,968,15396,-2124,4000,9
640,782,739,962,968,15556,-2984,5240,9
640,782,740,963,968,15208,-4060,6428,9
640,782,737,962,968,15348,-3600,5576,9
640,782,738,962,968,14944,-4320,4544,9
640,782,738,963,969,14864,-5684,5624,9
640,782,738,962,968,14836,-5756,4616,9
640,782,737,963,968,14784,-6196,4292,9
640,782,736,963,968,15592,-5348,2876,9
640,781,736,963,968,15736,-4840,3084,9
640,782,737,963,968,15680,-5712,2812,9
640,782,738,963,968,16360,-4716,2776,9
640,782,738,962,968,16044,-4436,1540,9
640,782,738,963,968,16452,-3040,1440,9
640,782,739,963,968,16744,-1468,1216,9
640,782,738,963,968,16884,-628,1144,9
640,782,739,963,969,17012,-964,1380,9
640,782,738,963,968,16672,-912,1792,9
640,781,738,963,968,16572,-1272,2276,9
640,782,738,963,968,16544,-1136,3224,9
640,781,738,962,968,16696,-2228,2968,9
640,782,738,963,968,16624,-2064,1608,9
640,782,738,963,968,16580,-2720,1300,9
640,781,739,963,968,16500,-2960,1104,9
640,782,739,963,968,16104,-4264,2472,9
640,781,739,963,968,16124,-3980,1992,9
640,782,739,963,968,15876,-4556,2600,9
640,781,739,963,968,15812,-4828,2708,9
640,781,739,963,968,15692,-5048,2900,9
640,781,739,962,968,15896,-5264,2532,9
640,781,739,963,968,16064,-4868,2892,9
640,781,738,963,968,15984,-4260,2416,9
640,781,739,962,968,15792,-4516,2580,9
640,781,739,962,968,15564,-3348,4580,9
640,781,738,963,968,15300,-2740,6012,9
640,781,738,962,968,14976,-2584,5536,9
640,781,738,962,968,15344,-1324,7620,9
640,781,738,962,968,14360,-1148,7748,9
640,781,738,962,968,13992,-1372,8692,9
640,781,738,962,968,13472,-1708,8712,9
640,781,738,962,968,13728,236,9492,9
640,781,738,963,968,12372,-68,9044,9
640,781,738,962,968,13792,-40,9604,9
640,781,738,962,968,13692,-1264,10336,9
641,781,738,962,968,12964,-1660,9780,9
640,781,738,962,968,13736,-2008,9064,9
640,781,738,962,968,13580,-1756,9204,9
640,781,738,962,968,14000,-1004,8796,9
640,781,738,962,968,15736,-548,6336,9
640,781,738,962,968,13792,-2120,8640,9
640,781,738,962,968,13720,-1780,8824,9
640,781,738,962,968,14096,-1572,7560,9
640,781,738,962,968,14888,-1164,7332,9
640,780,739,962,968,14952,-2040,6332,9
641,781,739,962,968,15356,-2264,7032,9
641,781,739,962,968,16300,-1728,4100,9
641,781,737,962,968,16052,-1752,3456,9
641,780,737,962,968,16148,-1188,3468,9
641,780,738,963,968,16332,-632,3080,9
640,780,738,963,968,17108,-1412,2080,9
640,780,738,963,969,17064,-1268,1896,9
640,780,739,963,968,15008,-1604,3092,9
640,780,736,962,968,16668,-772,1424,9
640,781,738,962,968,16380,96,3372,9
640,781,738,962,968,16060,-456,4124,9
640,781,736,962,968,15820,812,5216,9
640,780,737,962,968,15720,580,5076,9
640,781,737,962,968,15048,740,6408,9
640,781,738,962,968,16480,-172,6840,9
641,781,737,962,969,15504,1880,6372,9
640,781,738,962,968,15576,788,7796,9
640,781,738,963,968,14516,-20,7428,9
640,781,737,962,968,12460,2596,10688,9
640,782,737,962,968,12212,-396,11852,9
640,783,729,963,968,10456,-192,12424,9
640,783,732,963,968,8924,-688,13012,9
640,784,732,963,968,7552,356,13020,9
640,783,738,963,968,7920,472,14724,9
641,783,737,963,968,7180,260,14792,9
640,783,738,963,968,6972,1888,14400,9
640,783,738,963,968,6748,904,14772,9
640,783,738,963,968,7364,1680,13608,9
650,736,702,955,914,16332,-2684,2504,12
650,736,705,955,914,16308,-2228,2156,12
651,736,704,955,914,16436,-2836,2620,12
650,736,704,955,914,16448,-2240,2816,12
651,736,703,955,914,16428,-2704,2888,12
650,736,703,955,914,16472,-2568,3284,12
650,736,702,954,914,16208,-2488,3212,12
650,736,703,954,914,16076,-2468,3496,12
650,736,703,955,914,16368,-2464,3892,12
651,736,702,954,914,16408,-1996,3476,12
655,736,702,954,914,16268,-2352,3276,12
652,736,703,953,914,16360,-2320,3900,12
660,736,702,954,914,16304,-2148,3080,12
659,736,702,953,914,16624,-1872,2696,12
658,736,702,953,914,15976,-2100,3140,12
658,736,704,953,914,16492,-3080,3520,12
658,737,702,954,914,16264,-3868,3604,12
658,737,702,954,914,16192,-1340,3776,12
657,737,702,953,914,16140,-1984,3992,12
657,737,702,953,914,16100,-1896,4876,12
657,737,702,953,914,16032,-1980,4420,12
657,737,702,953,914,15948,-1816,4540,12
657,737,702,953,914,15944,-1920,4504,12
657,737,702,953,915,15480,-2040,5824,12
656,737,702,953,914,15308,-1588,5812,12
656,737,703,953,915,15456,-1648,5716,12
656,737,702,953,914,15568,-1892,5456,12
656,737,702,953,914,15644,-1464,5348,12
656,737,702,953,914,15896,-1480,5236,12
656,737,700,953,914,16060,-1044,4768,12
657,737,699,953,914,16032,-740,4344,12
656,738,702,953,915,15980,-1832,4156,12
656,738,702,953,915,15840,-2848,4384,12
656,738,703,953,915,15664,-3384,4584,12
656,738,702,953,915,15660,-3920,4560,12
656,738,703,953,915,15524,-4040,4384,12
656,738,703,953,915,15880,-4092,5048,12
656,739,703,953,915,15676,-4156,4452,12
656,739,703,953,915,15448,-4872,4864,12
656,739,703,953,915,15552,-4464,4572,12
656,739,703,953,915,15276,-4252,4388,12
656,739,702,953,915,15748,-3992,5212,12
656,739,704,953,915,14940,-4960,4048,12
657,739,706,953,915,14856,-5760,4584,12
657,739,704,953,915,14780,-6212,5580,12
657,739,705,953,915,14216,-6352,6016,12
657,739,705,953,915,14356,-6204,5852,12
657,739,704,953,915,14084,-5632,5776,12
657,739,704,953,915,14516,-5620,5564,12
657,739,704,953,915,14772,-5880,5864,12
657,739,704,953,915,14648,-5812,5800,12
657,739,703,953,915,14748,-5848,5908,12
657,739,704,953,915,14468,-5544,5328,12
657,739,704,953,915,14492,-5744,5272,12
656,739,705,953,915,14596,-5520,5488,12
657,739,707,953,915,14668,-5284,5652,12
657,739,705,953,915,14644,-5700,6012,12
656,739,704,953,915,14800,-5640,5916,12
656,739,704,953,915,14564,-5636,5716,12
657,740,704,953,915,14868,-5628,5448,12
656,739,704,953,915,14948,-5296,5080,12
656,739,704,953,915,14952,-5092,5364,12
657,739,704,953,915,15240,-4628,5260,12
657,739,705,953,915,14960,-4412,5408,12
656,739,705,953,915,14848,-4572,5348,12
656,739,705,953,915,15000,-4088,5648,12
657,740,705,953,915,14900,-4360,6120,12
657,740,704,953,915,14940,-4012,5940,12
657,740,705,953,915,14912,-3980,6628,12
657,740,706,953,915,15008,-3324,6596,12
657,740,706,953,915,14480,-2984,6340,12
657,740,705,953,915,14676,-2892,7116,12
657,740,706,952,915,14632,-3072,7140,12
657,740,706,953,915,14264,-3100,7148,12
656,740,705,952,915,14004,-3696,7484,12
656,740,707,952,915,13916,-2516,8124,12
656,740,704,952,915,13956,-2864,9348,12
655,740,706,952,915,13528,-1488,8284,12
655,740,704,952,915,13508,-960,8592,12
655,740,705,952,915,13940,-1084,8836,12
655,740,704,952,915,14164,-1220,8968,12
655,740,706,952,916,14256,-412,8816,12
655,740,705,952,915,14196,-528,8684,12
655,740,705,952,916,14188,112,8832,12
655,740,705,952,916,13920,352,8596,12
655,740,705,952,916,13692,156,8916,12
655,740,705,952,916,13692,308,9160,12
655,740,706,952,916,13804,656,8704,12
655,740,705,952,916,13808,424,9584,12
655,740,706,952,916,13740,1016,9564,12
655,740,706,952,916,14244,-104,8840,12
655,741,706,952,915,13880,-124,8784,12
655,740,706,952,916,13840,-164,9112,12
655,740,705,952,916,13580,-476,9644,12
655,740,704,953,915,13892,-1020,9664,12
655,740,707,952,916,13312,-2248,9140,12
655,740,706,952,916,12600,-2320,7272,12
655,741,706,952,916,13696,-1524,7516,12
655,740,706,952,916,13896,-1720,7928,12
655,741,706,952,916,13744,-2296,8924,12
655,740,705,952,916,13624,-2532,9044,12
655,740,706,952,916,13280,-2436,8784,12
655,741,706,952,916,13372,-2664,9552,12
656,741,705,953,916,13680,-2504,9288,12
656,740,706,952,916,13720,-3508,9704,12
656,741,705,953,916,13440,-2532,8544,12
656,740,704,952,916,13268,-2196,9252,12
656,741,706,952,916,13224,-2640,9448,12
656,740,705,952,916,13256,-2764,8520,12
656,741,705,953,916,13380,-2440,9528,12
656,741,707,952,916,13268,-3284,8944,12
656,741,706,952,916,13220,-2400,9116,12
656,741,705,953,916,13160,-2872,9356,12
656,741,706,953,916,13864,-2812,10140,12
656,741,703,952,916,13512,-2344,7680,12
656,741,702,953,916,13548,-2748,8516,12
656,741,708,952,916,14016,-2540,7364,12
656,741,706,952,916,14992,-3664,7940,12
655,741,706,952,916,15400,-2552,6528,12
656,741,706,952,916,14480,-1380,6548,12
656,740,705,952,916,15576,-892,5856,12
655,741,705,952,916,15488,-984,7120,12
655,741,706,953,916,14776,-656,6372,12
656,741,706,953,916,14944,620,6212,12
656,741,707,952,916,15096,-1204,7880,12
656,741,706,952,916,16228,-1172,7556,12
656,741,706,952,916,15396,-1304,7232,12
656,741,707,952,916,15556,380,6512,12
656,741,706,952,916,15736,232,5432,12
656,741,707,952,916,15608,-308,6008,12
657,741,707,952,916,15612,328,6476,12
657,741,707,952,916,15672,-172,5520,12
656,741,707,952,916,15736,-832,6104,12
657,741,706,953,916,15576,20,5852,12
656,741,707,953,916,15512,-1060,6976,12
656,741,706,952,916,14932,-1420,6196,12
657,741,706,952,916,14872,-656,7304,12
657,741,706,952,916,15276,44,6852,12
656,741,706,953,916,15768,-644,6616,12
657,741,706,953,916,15584,-1080,5588,12
656,741,707,953,916,15640,-1548,5852,12
656,741,707,952,916,15496,-652,5880,12
657,741,707,952,916,15312,-824,5744,12
657,741,707,953,916,15520,-1000,5996,12
657,741,707,952,916,15560,-1448,5660,12
657,742,707,953,916,15376,-1692,6072,12
657,741,707,953,916,15132,-2616,6544,12
657,742,708,953,916,15300,-1796,6224,12
657,742,708,953,917,15120,-2132,6368,12
656,742,708,953,917,15032,-2676,6428,12
657,742,707,953,916,15252,-2156,6628,12
657,742,708,953,917,15172,-2784,6272,12
657,742,707,953,917,14580,-3120,6424,12
657,742,707,953,917,14732,-3316,6452,12
657,742,707,953,917,15328,-3092,6144,12
657,742,708,953,917,15572,-3148,5076,12
657,742,708,953,916,15616,-2840,4960,12
657,742,707,953,916,15632,-3056,4884,12
657,742,707,952,916,14800,-3424,4160,12
657,742,707,953,917,15224,-3348,5428,12
657,742,707,952,917,15260,-3372,7116,12
657,742,705,952,917,14908,-3400,6768,12
657,742,706,953,917,14332,-2684,8184,12
657,742,707,952,916,14552,-1684,7044,12
657,742,707,952,916,14916,-1032,6872,12
657,742,707,953,916,15556,-532,6104,12
657,742,707,952,916,14808,-2488,5968,12
657,742,707,952,916,15280,-2368,6900,12
657,742,708,952,916,14772,-2488,6860,12
656,742,707,952,916,15196,-2564,6704,12
656,742,707,952,916,15028,-2652,6100,12
657,742,707,952,916,15320,-3260,6272,12
656,742,707,952,916,15248,-3320,5448,12
657,742,708,952,916,15472,-3676,5272,12
657,742,708,952,916,15252,-4252,5388,12
657,742,706,952,916,15204,-4084,5308,12
656,742,706,952,916,15356,-4044,5588,12
656,742,706,952,916,15108,-3796,5512,12
656,742,706,952,916,15376,-3840,6168,12
656,742,707,952,916,14640,-3568,6504,12
656,742,706,952,916,14912,-3052,6068,12
656,742,707,952,917,15008,-3308,6748,12
656,742,707,952,916,14344,-3304,7236,12
656,742,705,952,916,14472,-2908,7108,12
656,742,707,952,916,14252,-3604,8164,12
656,742,707,952,916,13324,-3136,7684,12
656,742,707,952,916,13412,-3988,9896,12
656,742,706,952,917,14456,-324,7780,12
656,742,707,952,917,14548,-36,8212,12
656,742,707,952,917,14576,316,8336,12
656,742,707,952,917,14684,252,8160,12
656,742,707,952,917,14560,612,7156,12
656,743,707,952,917,14752,-96,7456,12
656,742,707,952,917,14728,1196,6880,12
656,743,707,952,917,14828,948,6420,12
656,743,707,952,917,14960,560,6812,12
656,743,708,952,917,15136,208,7284,12
656,743,708,952,917,14116,300,6668,12
656,743,706,952,917,14556,-1632,7656,12
656,743,707,952,917,13776,-2776,8388,12
656,743,707,952,917,13784,-3300,8208,12
656,743,706,952,917,13452,-3468,8860,12
656,743,707,952,917,13220,-3168,8940,12
656,743,707,952,917,12888,-3048,9348,12
657,742,707,952,918,13632,-2996,8128,12
657,743,707,952,917,13676,-3668,8508,12
657,743,707,952,917,13412,-2636,8484,12
657,743,707,952,917,13112,-2480,8568,12
657,743,707,952,917,13224,-2760,9148,12
657,743,707,952,917,13056,-3308,9072,12
657,743,707,951,917,12792,-3388,9632,12
658,743,707,952,917,12396,-4548,10112,12
657,743,707,951,918,11880,-4348,10164,12
657,743,707,952,917,11736,-3052,11420,12
657,743,707,952,918,10948,-3184,11932,12
657,743,707,952,918,10380,-3276,12404,12
657,743,707,952,918,9492,-1636,13052,12
657,743,707,952,918,10020,-1760,12748,12
656,743,707,951,918,9260,-1960,12872,12
656,743,707,952,918,8508,-3184,13816,12
656,744,708,952,918,8512,-2100,13692,12
656,744,709,951,918,9184,-2920,13876,12
656,744,710,952,918,10544,-1652,11612,12
657,745,710,952,918,10644,-1880,12520,12
657,745,710,952,918,11520,-1964,11896,12
658,745,710,952,918,12496,-1016,9984,12
657,745,709,952,918,12580,-1872,11172,12
657,745,709,952,918,12260,-3760,9840,12
658,745,709,952,918,13476,-4412,8644,12
657,745,710,952,918,13384,-3396,8836,12
657,745,710,952,918,14012,-2204,7896,12
658,745,710,952,918,14272,-3304,7736,12
657,745,709,952,918,14880,-3372,7372,12
657,745,710,952,918,14580,-2992,7372,12
657,745,710,952,917,14596,-2532,7192,12
657,745,711,952,918,14324,-2264,6924,12
657,745,710,952,918,12604,-1420,8792,12
656,745,707,952,918,13660,-1532,9788,12
657,745,700,951,918,10536,-980,11672,12
657,745,689,951,918,9588,-908,13256,12
656,745,699,951,917,8400,128,14028,12
656,745,702,951,917,8272,-688,14112,12
656,745,710,951,917,7596,-56,13312,12
656,745,711,951,917,7784,-2100,13940,12
657,745,713,951,917,6984,-2328,13808,12
657,744,713,951,917,6576,-3332,14664,12
657,744,712,951,917,5640,-2628,14128,12
657,744,711,951,917,6052,-3596,14828,12
657,744,710,951,917,6016,-3196,13968,12
657,744,710,951,917,5496,-2912,15152,12
657,744,710,951,917,5944,-3264,15264,12
657,745,709,951,917,5116,-3084,15400,12
657,745,709,951,917,4884,-2364,15148,12
657,745,709,951,917,4476,-2196,15072,12
657,744,709,951,918,4200,-2128,14720,12
657,745,709,951,917,4072,-2508,15208,12
657,744,710,951,917,4368,-3040,14908,12
657,745,710,951,917,4416,-3544,15072,12
657,745,710,951,918,4848,-3744,14880,12
657,745,710,951,918,4956,-4020,14496,12
657,745,710,951,917,5048,-3860,14764,12
657,745,710,951,918,5036,-4036,14376,12
657,744,710,951,918,5284,-4712,14632,12
657,744,710,951,918,5100,-4352,14512,12
657,745,710,951,918,5508,-4216,14680,12
658,745,710,951,918,5944,-3604,15164,12
658,745,710,951,918,5860,-3528,15004,12
658,745,710,951,918,6048,-3572,14640,12
657,745,710,951,918,5428,-2128,13964,12
657,745,710,951,918,6148,-3712,14692,12
