THUMB,INDEX,MIDDLE,RING,LITTLE,G1,G2,G3,LABEL
662,745,711,963,966,7572,-4520,13600,1
666,745,711,963,966,7084,-4216,12596,1
664,745,711,963,966,7632,-5520,13604,1
662,745,710,963,965,7704,-4752,13592,1
662,744,710,962,965,7600,-4352,13036,1
662,744,709,962,965,7628,-4148,13488,1
663,744,709,962,965,8072,-4388,13704,1
662,743,709,962,965,7692,-3748,13348,1
662,743,708,962,965,8284,-4196,13444,1
662,743,708,962,965,8204,-3024,12760,1
662,741,708,962,965,9772,-1156,12604,1
662,741,708,962,965,10860,392,11320,1
663,741,708,962,965,12084,1392,10040,1
662,741,707,962,965,12464,204,9744,1
663,741,707,962,965,13388,1304,10392,1
663,741,707,962,965,14076,2720,7696,1
662,741,706,962,965,15304,1316,7636,1
662,741,707,962,965,15664,1332,4952,1
662,740,707,962,965,16664,812,2064,1
663,740,707,961,965,16756,528,1948,1
663,741,707,962,965,16668,-636,2292,1
662,741,708,962,965,16476,-500,1696,1
662,741,708,961,965,16860,-1832,2676,1
662,741,707,962,965,16300,-1204,2108,1
662,740,708,962,965,16444,-2204,2916,1
662,741,708,962,965,16212,-2240,2896,1
663,741,708,962,965,16256,-3104,3632,1
663,741,708,962,965,16068,-3400,3856,1
662,741,707,962,965,15832,-3616,4008,1
662,741,707,962,965,16152,-4096,4232,1
663,741,707,962,965,15564,-4024,3852,1
663,741,708,962,965,15480,-4352,3936,1
663,741,708,962,965,15636,-4224,3816,1
662,741,707,962,965,15616,-3060,3620,1
663,741,706,961,965,16148,-2532,3460,1
662,741,706,962,965,16596,-1584,3256,1
662,740,707,961,964,16684,-1172,2544,1
662,740,706,961,964,16324,-1260,3980,1
662,740,706,961,964,15928,-1460,3452,1
662,739,706,961,964,15920,-1088,4008,1
663,739,706,961,964,15720,-2400,4816,1
663,739,706,961,964,15368,-3568,5144,1
663,739,706,961,964,14748,-4800,5292,1
663,739,707,961,964,14388,-6348,6308,1
662,739,707,961,964,14444,-6612,6348,1
663,739,707,961,964,14460,-6496,5776,1
663,739,707,961,964,15556,-3920,4668,1
662,739,706,961,964,15760,-3440,4704,1
663,739,704,961,964,15504,-3464,4948,1
662,739,705,961,964,15580,-2900,5476,1
663,739,705,961,964,15320,-1992,4980,1
663,739,706,961,964,15824,-2132,5544,1
662,739,707,961,964,15560,-1820,5672,1
663,739,707,961,964,15028,-1412,6156,1
662,739,707,961,964,15276,-1960,5908,1
662,739,707,961,964,15144,-488,5100,1
663,739,707,961,964,15624,-748,5708,1
663,739,707,961,964,16128,-1068,6124,1
662,739,707,961,964,15436,408,5504,1
662,739,707,961,964,15504,-136,6096,1
663,739,707,961,964,15444,132,6096,1
662,739,707,961,964,15484,484,5972,1
662,739,707,961,964,15272,1140,5664,1
662,739,707,961,964,15360,608,5728,1
662,739,707,961,964,15228,32,6316,1
662,739,707,961,964,15456,-732,6936,1
662,739,707,961,964,14972,-556,6404,1
662,739,707,961,964,15044,-980,6860,1
662,739,707,961,964,14904,-372,6356,1
662,739,707,961,964,14848,-1084,7220,1
662,739,707,961,964,14720,16,6984,1
662,739,707,961,964,14892,-1420,7500,1
662,739,707,961,964,14932,-1160,7444,1
662,739,707,961,964,14744,-408,7660,1
662,739,707,961,964,13904,-440,6912,1
662,739,705,961,964,14312,-748,8328,1
662,739,706,961,964,13904,-1132,9336,1
662,739,705,961,964,13924,-680,9520,1
662,739,705,961,964,13976,-100,9200,1
662,739,706,961,964,13500,-228,8644,1
662,739,706,961,964,13132,-88,9308,1
662,739,706,961,964,13452,132,9464,1
662,739,706,961,964,13272,328,9180,1
662,739,707,961,964,14180,504,8932,1
662,738,707,961,964,13816,1168,8620,1
662,738,707,961,964,13996,760,9000,1
662,738,707,961,964,13580,760,8664,1
662,738,707,961,964,13876,928,8764,1
662,738,707,961,964,13832,748,9112,1
662,738,706,961,964,13896,936,8272,1
662,738,707,961,964,14084,-140,9312,1
662,738,707,961,964,13748,424,8584,1
662,738,706,961,964,14128,916,8660,1
662,738,707,961,964,13840,192,8376,1
662,738,707,961,964,14472,172,8408,1
662,738,706,961,964,13696,-308,7768,1
662,737,704,961,964,14440,-980,8584,1
662,738,705,961,964,14320,-1272,8208,1
662,738,705,961,964,14644,-1644,7864,1
662,738,706,961,964,14216,-2044,9152,1
662,738,706,961,964,13416,-1612,9504,1
662,738,707,961,964,11644,-2220,11240,1
662,738,707,961,964,8840,-2456,13560,1
662,738,704,961,964,6044,-2696,14696,1
662,738,704,961,964,4556,-3432,14720,1
661,738,704,961,964,3968,-2964,14740,1
661,738,703,961,964,3624,-2660,15452,1
662,738,704,961,964,3732,-3372,15464,1
661,738,702,961,964,3072,-2244,15380,1
661,738,704,961,964,2260,-1952,15812,1
662,738,704,961,964,1864,-2264,15344,1
662,738,703,961,964,1804,-3064,15160,1
662,738,704,961,964,932,-2764,15916,1
662,738,704,961,964,1180,-3112,15540,1
662,738,704,961,964,1668,-3736,15608,1
662,737,702,961,964,964,196,12816,1
662,738,705,961,964,2556,-3612,15336,1
661,737,706,961,964,2312,-3200,14716,1
662,738,706,961,964,2660,-3380,15432,1
662,737,707,961,964,3584,-1860,15484,1
662,737,706,961,964,3896,-1756,15128,1
662,738,705,961,964,3876,-1832,15772,1
662,738,705,961,963,3952,-1080,15396,1
662,737,705,961,964,4048,-1268,15800,1
662,737,705,961,963,4180,-712,14972,1
662,737,705,961,964,4824,-796,15424,1
662,737,706,961,963,4892,-872,15068,1
662,737,705,960,963,5300,-932,15064,1
662,737,705,960,963,5152,-660,14980,1
662,737,705,961,963,5424,-884,14856,1
662,737,705,961,963,5464,-372,15460,1
662,738,705,961,963,5344,-420,15224,1
662,737,705,961,964,5492,428,14168,1
662,737,705,961,964,6808,-532,14256,1
663,737,704,961,963,6564,-1492,13356,1
662,737,706,960,963,6700,-1724,15360,1
662,737,705,960,963,7436,-2044,14852,1
662,737,704,960,963,7392,-2328,14072,1
662,737,705,960,963,7560,-2184,13780,1
662,737,705,960,963,7500,-1980,14268,1
662,737,705,960,963,6724,-1692,14892,1
662,737,705,960,963,6320,-1232,15000,1
662,737,706,961,963,5804,-1208,15132,1
662,737,707,961,963,5860,-1928,15164,1
662,737,706,960,963,7372,-2236,14964,1
662,738,706,961,963,7880,-1840,13860,1
662,738,706,961,963,8136,-2248,13152,1
662,738,705,961,963,8284,-2600,13220,1
662,737,706,960,963,8636,-3096,13572,1
662,737,705,961,963,8656,-3108,13520,1
662,738,705,961,963,8444,-3120,13340,1
662,738,706,961,963,7936,-3208,13764,1
662,738,705,961,963,7828,-3260,14136,1
662,738,705,961,963,7084,-3040,14032,1
662,738,706,961,963,6952,-3188,14152,1
662,738,706,961,963,6408,-3308,14092,1
662,738,707,961,963,5696,-3432,14820,1
662,738,704,961,964,3924,-1928,14580,1
662,738,704,961,964,3572,-2700,15740,1
662,737,704,961,963,4052,-1356,15412,1
661,737,704,961,964,4276,-1744,15316,1
662,738,704,961,963,4100,-720,15288,1
662,737,704,961,964,4084,-776,15456,1
662,737,704,960,964,4524,-632,15288,1
662,737,703,961,964,4492,-516,15388,1
662,737,704,961,964,4332,-600,15076,1
662,737,705,961,964,4324,-412,15260,1
662,737,704,960,963,5452,1788,14448,1
662,737,705,961,963,6196,3660,14688,1
662,737,705,960,963,6596,4008,14120,1
662,737,704,961,963,7232,3456,13232,1
662,737,704,960,963,9412,3420,11748,1
662,737,704,961,963,11984,3332,10876,1
662,737,704,961,963,12832,2368,10224,1
662,737,705,961,963,13852,2048,8608,1
662,737,705,960,963,14648,1088,6964,1
662,737,705,960,963,15072,628,6948,1
662,737,704,960,963,15824,-696,4956,1
662,737,704,960,963,15572,-2368,4260,1
662,737,704,961,963,16016,-3212,3776,1
662,737,704,961,963,15412,-4796,3612,1
662,737,704,960,963,15132,-6420,3412,1
662,737,704,960,963,14820,-6336,3688,1
662,737,704,960,963,15376,-6736,3520,1
662,737,704,961,963,15464,-5976,2984,1
662,737,704,960,963,15128,-5300,2544,1
662,737,704,960,963,15228,-5472,3356,1
662,738,705,960,963,15032,-6220,4368,1
662,737,705,960,963,15156,-5820,5436,1
662,737,704,960,963,14580,-5080,6492,1
662,737,705,961,963,14376,-3624,6392,1
662,737,704,960,963,15016,-1584,7052,1
662,737,704,960,963,14780,100,6828,1
662,737,704,960,963,14896,888,6792,1
662,737,704,960,963,15756,792,6340,1
662,737,703,960,963,15272,52,6340,1
662,737,705,960,963,15916,-820,5136,1
662,737,704,960,963,16084,-1972,5644,1
662,737,704,960,963,16220,-2400,4444,1
662,737,704,960,963,15576,-3476,5044,1
662,737,704,960,963,15484,-3336,5316,1
662,738,704,960,963,14864,-3632,5468,1
662,737,704,960,963,14560,-3932,5964,1
662,738,705,960,963,14732,-3624,6620,1
662,737,704,960,963,14456,-3236,7064,1
662,738,704,960,963,14496,-2964,7024,1
662,737,704,960,963,14116,-3256,7816,1
662,738,704,960,963,14304,-3992,7944,1
662,737,705,960,963,13920,-3328,7516,1
662,738,705,960,963,14044,-3868,8064,1
662,738,705,960,963,14244,-3424,8044,1
662,737,705,960,963,14724,-4956,6448,1
662,737,704,960,963,14872,-5380,4748,1
662,738,704,960,963,14924,-5832,4156,1
662,738,704,960,963,15160,-1896,5760,1
662,738,704,960,964,14892,184,6816,1
662,737,697,960,964,13520,4372,8316,1
661,737,697,961,964,13936,6480,7012,1
662,737,700,960,964,13620,6580,6692,1
662,737,701,960,964,13884,5588,6564,1
661,737,702,960,964,14200,2836,7424,1
661,737,706,960,964,14412,-720,7480,1
661,738,704,960,964,15308,-2748,6808,1
661,737,701,960,964,14460,4292,6376,1
661,737,702,960,964,13748,5712,6296,1
661,737,702,960,964,14048,5840,7684,1
661,737,702,960,964,12808,5804,8180,1
661,737,702,960,964,12180,5544,9308,1
661,737,698,960,964,9576,10400,7936,1
661,737,690,960,964,7656,11492,7992,1
660,737,678,960,963,4472,13424,8184,1
660,737,681,960,963,3020,14656,6684,1
661,737,688,960,963,3292,14432,5856,1
661,738,691,960,963,4072,14084,5748,1
660,737,694,960,963,4532,14560,6092,1
661,737,696,960,963,5304,11560,10072,1
660,737,701,960,963,6076,5420,13644,1
661,737,709,960,963,9460,1324,11812,1
662,737,716,960,963,11776,-3428,11300,1
662,737,714,960,963,13424,-4272,6636,1
662,737,710,960,963,14216,-6036,7380,1
662,737,708,960,963,14564,-6752,5348,1
662,738,707,960,963,14396,-6328,4416,1
662,737,707,960,963,14884,-5756,4300,1
662,738,706,960,963,14504,-5624,4460,1
662,738,706,960,963,15352,-4592,3840,1
662,738,705,960,963,15336,-4428,4464,1
662,738,705,960,963,15224,-3636,3952,1
662,738,705,960,963,15360,-4104,4956,1
662,738,704,960,963,15448,-4644,5840,1
661,738,704,960,963,15012,-4216,5600,1
662,738,704,960,963,15080,-3344,6744,1
661,738,704,960,963,14808,-3240,6776,1
662,738,704,960,963,14924,-2880,7896,1
661,738,704,960,963,14228,-2332,7896,1
661,738,704,960,963,14588,-2772,8280,1
661,738,704,960,963,13528,-2932,8784,1
661,738,704,960,963,13264,-4124,9364,1
661,738,704,960,963,12816,-3832,9744,1
661,738,704,960,963,12876,-2460,10296,1
661,738,704,960,963,13204,-504,10108,1
661,738,704,960,963,13324,196,9656,1
661,738,704,960,963,13136,-772,9936,1
661,738,704,960,963,12672,-716,9792,1
661,738,704,960,963,12968,-1072,9856,1
661,737,703,960,963,12912,-1012,9052,1
661,737,703,960,963,13780,-632,9804,1
661,737,703,960,963,12892,1768,9732,1
661,737,702,960,964,11976,3848,9800,1
661,737,700,960,964,11596,5832,9708,1
661,737,701,960,963,11344,7560,9336,1
661,738,702,960,964,10868,9220,8580,1
661,737,702,960,964,10820,9252,7840,1
661,738,702,960,963,9312,12192,6356,1
661,738,704,960,963,9192,11140,7484,1
661,738,705,960,963,9164,9344,9240,1
661,738,705,960,963,9952,5828,11616,1
661,738,704,960,963,9920,3340,12580,1
661,739,705,960,963,8624,-780,13692,1
661,739,708,960,963,6888,-3412,13096,1
661,739,707,960,963,8964,-6800,11900,1
661,739,704,960,963,12800,-5284,8496,1
661,739,704,960,963,14544,-3828,4804,1
661,739,704,960,963,15528,-4620,4664,1
661,739,703,960,963,15716,-4356,4704,1
660,739,703,960,963,14176,-4596,7072,1
661,739,704,960,963,13836,-4760,7560,1
660,739,704,960,963,13536,-4572,8768,1
661,739,704,960,963,13688,-4172,8260,1
661,739,704,960,963,13448,-3672,8528,1
661,739,704,961,963,13600,-3480,8376,1
660,739,705,961,963,13692,-3592,8288,1
655,798,741,978,975,4808,7208,-15368,2
655,798,744,978,976,4964,7204,-15408,2
655,798,744,978,976,4784,7292,-15336,2
655,798,744,978,975,4940,7364,-15456,2
656,798,745,978,975,4860,7204,-15388,2
656,797,745,978,975,5076,7280,-15480,2
655,798,746,978,975,4556,7424,-15500,2
655,798,747,978,975,4824,7352,-15444,2
655,798,746,978,975,4768,7260,-15392,2
655,798,746,977,975,5080,7092,-15228,2
655,798,747,978,975,4892,6880,-15476,2
655,798,747,978,975,5048,7068,-15508,2
655,798,747,978,975,4928,7012,-15636,2
655,798,747,977,975,4932,6692,-15704,2
655,797,747,977,975,4956,6856,-15320,2
655,797,747,977,975,4680,6912,-15796,2
655,796,747,977,974,4884,6672,-15796,2
655,797,745,977,975,4964,6224,-15580,2
655,796,745,977,975,5340,6500,-15860,2
655,797,745,977,974,5248,6180,-15764,2
655,796,746,977,974,5276,6424,-15592,2
655,796,746,977,975,5216,6028,-15464,2
655,797,747,977,975,5584,6228,-15772,2
655,796,746,977,974,5304,6584,-15732,2
655,797,746,977,975,5276,5752,-15572,2
655,797,747,977,974,5116,7144,-15724,2
655,796,746,977,974,5164,6640,-15524,2
656,796,746,976,974,5608,6648,-15728,2
655,796,746,976,975,5572,6628,-15240,2
656,796,747,976,975,6000,6116,-15608,2
655,797,747,976,975,5588,6048,-16400,2
655,796,746,977,975,5644,5108,-15844,2
655,797,745,977,975,6120,5688,-16616,2
655,797,747,976,975,5636,4888,-16204,2
655,797,749,977,974,5448,4896,-16428,2
655,797,749,976,974,5552,4220,-16160,2
655,797,749,976,974,4800,4348,-16648,2
655,797,749,976,974,5672,4792,-15852,2
655,797,749,976,974,5264,7932,-13636,2
655,796,748,976,973,5204,11624,-13348,2
655,795,747,976,973,5468,11788,-12452,2
655,795,747,976,973,5336,11472,-11796,2
655,795,748,976,973,6224,11836,-11340,2
655,795,746,976,973,6596,10784,-12240,2
655,795,746,976,973,7760,9784,-12408,2
655,795,746,976,973,8480,9940,-11952,2
655,795,746,976,973,10372,8852,-10736,2
655,795,746,976,973,10832,9416,-9148,2
655,794,745,976,973,11396,6988,-11140,2
655,794,746,976,973,11356,8148,-10168,2
655,794,747,976,973,12972,9512,-8260,2
655,794,748,976,973,14400,8824,-544,2
656,794,747,976,973,14980,6720,3772,2
655,794,749,976,973,15024,2728,6752,2
655,795,750,976,973,14832,936,6824,2
655,795,751,976,973,14828,-1212,7228,2
655,795,751,976,973,14700,-3048,7368,2
655,796,749,976,973,14856,-3092,6508,2
655,794,748,976,973,14560,-3684,6368,2
655,794,748,976,973,14520,-3868,7204,2
655,794,747,976,973,14264,-3492,7096,2
655,794,748,976,973,12804,-3308,8564,2
655,794,747,976,973,12604,-3916,9848,2
655,794,746,976,973,11696,-1784,11464,2
655,794,745,976,973,11044,508,12052,2
655,794,744,976,973,11976,3548,10444,2
655,794,745,976,973,11992,5756,9200,2
655,794,746,976,973,11972,8728,6748,2
655,794,747,976,973,10632,11612,3672,2
655,794,744,976,973,9816,14152,-2552,2
655,794,743,976,973,9176,13528,-5096,2
656,793,742,976,973,8908,11924,-7828,2
658,796,753,976,973,4236,11468,-13540,2
657,795,761,976,972,1040,11188,-13092,2
657,796,757,976,972,640,11308,-13144,2
657,796,745,976,972,224,11496,-14320,2
657,795,756,976,972,308,11216,-12976,2
656,795,758,976,972,576,10756,-13660,2
657,795,750,975,972,-1724,12664,-11692,2
657,794,754,975,972,-1384,13116,-11352,2
657,794,751,975,972,-2296,13288,-9720,2
656,794,740,975,972,-1376,13652,-10964,2
656,794,741,975,972,-576,13236,-10976,2
656,794,745,975,972,-932,13096,-10544,2
656,794,745,975,972,-1112,13508,-10276,2
656,794,745,975,972,-912,13488,-9912,2
656,793,744,975,972,-928,13800,-9804,2
656,794,746,975,972,-1140,13692,-10772,2
656,793,745,975,972,-1708,15236,-9808,2
656,793,746,975,972,2516,13272,-8972,2
657,793,747,975,972,2732,14196,-10672,2
657,794,746,975,972,4644,12556,-10348,2
657,794,745,975,972,6036,12112,-11780,2
657,796,746,976,972,6096,4244,-14340,2
657,795,747,976,973,3424,3084,-15812,2
657,796,749,976,973,1492,3104,-17588,2
658,796,748,976,973,1616,3668,-16868,2
658,797,748,976,973,1560,4332,-17312,2
658,797,748,976,973,2092,4272,-16820,2
658,797,748,976,973,2612,5656,-17616,2
658,797,748,976,973,2532,5372,-16620,2
657,797,749,976,973,2468,5416,-16780,2
657,798,749,976,973,2824,5044,-16764,2
657,798,749,976,973,2608,4048,-17100,2
657,798,750,977,973,2504,4072,-17220,2
657,797,750,976,973,2236,4160,-16880,2
657,797,750,976,973,2740,4572,-16976,2
657,798,749,977,973,2368,4328,-16984,2
657,798,749,976,973,1888,6056,-16664,2
657,797,749,976,973,1680,5312,-15736,2
657,797,748,976,973,1472,6656,-16016,2
657,797,750,976,973,964,6680,-16468,2
657,797,746,976,973,2688,6312,-16372,2
657,796,746,976,973,2216,6048,-15952,2
658,798,745,976,973,1584,4340,-15700,2
658,799,744,976,973,1368,7184,-16912,2
659,799,745,976,973,2740,5928,-16480,2
659,799,747,976,973,2084,5692,-16536,2
659,799,749,976,973,2052,6136,-15932,2
659,798,749,976,973,1876,6376,-17108,2
659,798,749,976,973,2548,5844,-16476,2
659,797,748,976,973,2876,5624,-16872,2
659,798,747,976,973,2340,4648,-16440,2
659,798,746,976,973,2552,5728,-16216,2
659,797,744,976,973,3920,6232,-15956,2
658,796,747,976,973,4512,6256,-16316,2
658,796,745,976,973,5516,2588,-16064,2
658,796,746,976,973,5672,3200,-16956,2
657,796,747,976,973,5504,4148,-17264,2
658,796,747,976,973,6068,3084,-16424,2
659,796,748,976,973,5236,3520,-16488,2
658,796,749,976,973,5636,2564,-16976,2
658,795,748,976,973,5020,2416,-16952,2
658,795,748,976,973,5436,2292,-16704,2
658,795,747,976,973,4804,2324,-16716,2
657,795,748,976,973,5044,3552,-16788,2
657,794,748,976,973,5488,3340,-16520,2
657,795,747,976,973,5740,3972,-16572,2
657,795,748,976,973,5512,4188,-15924,2
657,794,747,976,973,6232,4312,-15964,2
656,794,748,976,973,5828,4692,-15872,2
656,794,747,976,973,6524,4480,-16100,2
656,794,747,976,973,6720,4648,-15756,2
656,794,747,976,973,6336,4856,-15908,2
656,794,747,976,973,6008,4252,-15808,2
656,794,747,976,973,6228,4776,-16096,2
656,794,747,976,973,5896,3880,-16116,2
656,794,747,976,973,5612,3892,-16900,2
656,794,747,975,973,5488,3716,-16508,2
656,794,747,976,973,5304,4100,-16464,2
